id,ownerId,vehicle_model,reg_number,chassis_number,engine_number,vehicle_segment,purchase_date,add_blue_use,vehicle_type,is_vehicle_movable,engine_emmission_type
6491,5930,U2518 T BSIVFULLY BUILT CTTP,TS08UD5396,MB1HTLHDXHRAT7868,HAHZ422298,C&M,29-07-2017 00:00,No,NULL,NULL,Non BS6
6492,5930,U2518 T BSIVFULLY BUILT CTTP,AP16TJ4702,MB1HTLHDXHRAT9085,HAEZ421741,C&M,07-01-2018 00:00,No,NULL,NULL,Non BS6
6493,5930,U2518 T BSIVFULLY BUILT CTTP,MH40BL4864,MB1HTLHDXHRWU5502,HWHZ431426,C&M,07-01-2018 00:00,No,NULL,NULL,Non BS6
6494,5930,U2518 T BSIVFULLY BUILT CTTP,AP16TJ4704,MB1HTLHDXHRWU7184,HWHZ432811,C&M,07-01-2018 00:00,No,NULL,NULL,Non BS6
6495,5930,U2518 T BSIVFULLY BUILT CTTP,AP16TJ6305,MB1HTLHDXHRXU2649,HBHZ417510,C&M,10-01-2018 00:00,No,NULL,NULL,Non BS6
6496,5930,U2518 T BSIVFULLY BUILT CTTP,MH25AJ0205,MB1HTLHDXHRYU1486,HYHZ426503,C&M,20-09-2017 00:00,No,NULL,NULL,Non BS6
6497,5930,U-2523 T BGS 9S  14RBT 11X20 E4,MH40BL4372,MB1HTLHDXJRDX6779,JDHZ421095,C&M,18-07-2018 00:00,No,NULL,NULL,Non BS6
6498,5930,U2518 T E4 16 FET 6.83 9S E4,MH45AF1604,MB1HTLHDXJRGV9943,JHHZ403952,C&M,14-03-2018 00:00,No,NULL,NULL,Non BS6
6499,5930,U-2523 T BGS 9S  16FET 11X20 NON EEA E4,MH40BL7822,MB1HTLHDXLPKL1608,LKPZ100710,C&M,06-03-2020 00:00,No,NULL,NULL,Non BS6
6500,5930,N2523 HR BGS 14 RBT,TS15UB3491,MB1HTVHC1FPVP8011,FVPZ132408,C&M,01-03-2016 00:00,No,NULL,NULL,Non BS6
6501,5930,N2523 HR BGS 14 RBT,TS02UB3652,MB1HTVHC1FPVP8204,FVPZ132577,C&M,30-04-2016 00:00,No,NULL,NULL,Non BS6
6502,5930,N2523 HR BGS 14 RBT,TS02UB3653,MB1HTVHC2FRVM7743,FDEZ403933,C&M,30-04-2016 00:00,No,NULL,NULL,Non BS6
6503,5930,N2523 HR BGS 14 RBT,TS15UB3485,MB1HTVHC3FPVP8012,FVPZ134096,C&M,01-03-2016 00:00,No,NULL,NULL,Non BS6
6504,5930,N2523 HR BGS 14 RBT,TS16UB3490,MB1HTVHC3FPVP8530,FVPZ134099,C&M,01-03-2016 00:00,No,NULL,NULL,Non BS6
6505,5930,N2523 HR BGS 14 RBT,TS02UB3648,MB1HTVHC4FRVM7744,FVEZ421877,C&M,30-04-2016 00:00,No,NULL,NULL,Non BS6
6506,5930,N2523 HR BGS 14 RBT,TS15UB3489,MB1HTVHC5FPVP8206,FVPZ133436,C&M,01-03-2016 00:00,No,NULL,NULL,Non BS6
6507,5930,N2523 HR BGS 14 RBT,TS15UB3751,MB1HTVHC5FPVP8531,FVPZ134100,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6508,5930,N2523 HR BGS 14 RBT,TS15UB3484,MB1HTVHC5FPWP3381,FVPZ133437,C&M,01-03-2016 00:00,No,NULL,NULL,Non BS6
6509,5930,N2523 HR BGS 14 RBT,TS15UB3487,MB1HTVHC7FPVP6859,FVPZ134101,C&M,01-03-2016 00:00,No,NULL,NULL,Non BS6
6510,5930,N2523 HR BGS 14 RBT,TS15UB3488,MB1HTVHC7FPVP6909,FVPZ131406,C&M,01-03-2016 00:00,No,NULL,NULL,Non BS6
6512,5930,N2523 HR BGS 14 RBT,TS07UB9837,MB1HTVHD0GPAU7444,GAPZ126953,C&M,04-08-2016 00:00,No,NULL,NULL,Non BS6
6513,5930,N2523 HR BGS 14 RBT,TS15UB3486,MB1HTVHD0GPFR9039,FTPZ137535,C&M,01-03-2016 00:00,No,NULL,NULL,Non BS6
6514,5930,N2523 HR BGS 14 RBT,TS07UD0042,MB1HTVHD0GPYU8985,GYPZ128832,C&M,11-08-2016 00:00,No,NULL,NULL,Non BS6
6515,5930,N2523 HR BGS 14 RBT,TS07UB0034,MB1HTVHD0GRYP7312,GYHZ421924,C&M,11-08-2016 00:00,No,NULL,NULL,Non BS6
6516,5930,N2523 HR BGS 14 RBT,TS02UB3651,MB1HTVHD1GPES9451,GEPZ108324,C&M,30-04-2016 00:00,No,NULL,NULL,Non BS6
6517,5930,N2523-THD BGS 9S NGC 16FET 11X20 E3,TS15UB3753,MB1HTVHD1GPFS3006,GFPZ102480,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6519,5930,N2523-THD BGS 9S NGC 16FET 11X20 E3,TS15UB3757,MB1HTVHD2GPFS1619,GFPZ100421,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6520,5930,N2523-THD BGS 9S NGC 16FET 11X20 E3,TS15UB3752,MB1HTVHD2GPFS1622,GFPZ100107,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6522,5930,N2523 HR BGS 14 RBT,TS15UB4568,MB1HTVHD3GPAU7373,GAPZ126710,C&M,26-07-2016 00:00,No,NULL,NULL,Non BS6
6523,5930,N2523 HR BGS 14 RBT,TS07UB9878,MB1HTVHD3GPAU7440,GAPZ126955,C&M,04-08-2016 00:00,No,NULL,NULL,Non BS6
6524,5930,N2523 HR BGS 14 RBT,TS15UB3761,MB1HTVHD3GPES9452,GEPZ108321,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6525,5930,N2523 HR BGS 14 RBT,TS07UD0040,MB1HTVHD3GPYV0116,GYPZ129359,C&M,11-08-2016 00:00,No,NULL,NULL,Non BS6
6526,5930,N2523 HR BGS 14 RBT,TS15UB3755,MB1HTVHD3GRDN8709,FBEZ409692,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6527,5930,N2523 HR BGS 14 RBT,TS02UB3655,MB1HTVHD3GREN7546,GFEZ401878,C&M,30-04-2016 00:00,No,NULL,NULL,Non BS6
6528,5930,N2523 HR BGS 14 RBT,TS07UD0038,MB1HTVHD3GRYP7367,GYHZ422484,C&M,11-08-2016 00:00,No,NULL,NULL,Non BS6
6529,5930,N2523 HR BGS 14 RBT,TS02UB3654,MB1HTVHD4GPDT0588,GEPZ110028,C&M,30-04-2016 00:00,No,NULL,NULL,Non BS6
6530,5930,N2523 HR BGS 14 RBT,TS02UB3649,MB1HTVHD4GPET0447,GFPZ100944,C&M,30-04-2016 00:00,No,NULL,NULL,Non BS6
6532,5930,N2523 HR BGS 14 RBT,TS02UB3656,MB1HTVHD4GRDN8508,GFEZ401880,C&M,30-04-2016 00:00,No,NULL,NULL,Non BS6
6533,5930,N2523 HR BGS 14 RBT,TS07UB9691,MB1HTVHD5GPAU6497,GAPZ125925,C&M,23-07-2016 00:00,No,NULL,NULL,Non BS6
6538,5930,N2523 HR BGS 14 RBT,TS07UB9692,MB1HTVHD5GPBU5370,GBPZ124485,C&M,23-07-2016 00:00,No,NULL,NULL,Non BS6
6541,5930,N2523 HR BGS 14 RBT,TS15UB3748,MB1HTVHD5GREN7550,GFEZ401605,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6542,5930,N2523 HR BGS 14 RBT,TS15UB3759,MB1HTVHD6GPET0451,GEPZ108736,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6545,5930,N2523 HR BGS 14 RBT,TS07UB9838,MB1HTVHD7GPAU7442,GAPZ126952,C&M,04-08-2016 00:00,No,NULL,NULL,Non BS6
6546,5930,N2523 HR BGS 14 RBT,TS15UB4558,MB1HTVHD7GPAU7456,GAPZ126951,C&M,26-07-2016 00:00,No,NULL,NULL,Non BS6
6547,5930,N2523-THD BGS 9S NGC 16FET 11X20 E3,GFPZ100109,MB1HTVHD7GPFS0756,GFPZ100109,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6548,5930,N2523 HR BGS 14 RBT,TS07UB9873,MB1HTVHD7GPYU9096,GYPZ128833,C&M,04-08-2016 00:00,No,NULL,NULL,Non BS6
6549,5930,N2523 HR BGS 14 RBT,TS15UB3760,MB1HTVHD7GREN7548,GEEZ403998,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6552,5930,N2523 HR BGS 14 RBT,TS15UB4559,MB1HTVHD9GPAU6499,GAPZ125922,C&M,26-07-2016 00:00,No,NULL,NULL,Non BS6
6555,5930,N2523 HR BGS 14 RBT,TS07UB9839,MB1HTVHD9GPAU7457,GAPZ126954,C&M,04-08-2016 00:00,No,NULL,NULL,Non BS6
6556,5930,N2523-THD BGS 9S NGC 16FET 11X20 E3,TS15UB3754,MB1HTVHD9GPFS1620,GFPZ100425,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6557,5930,N2523 HR BGS 14 RBT,TS07UB9877,MB1HTVHD9GPYU9097,GYPZ128837,C&M,04-08-2016 00:00,No,NULL,NULL,Non BS6
6558,5930,N2523 HR BGS 14 RBT,TS15UB3758,MB1HTVHD9GREN7549,GFEZ401031,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6559,5930,N2523 HR BGS 14 RBT,TS02UB3650,MB1HTVHDXGPES9450,GEPZ107075,C&M,30-04-2016 00:00,No,NULL,NULL,Non BS6
6560,5930,N2523 HR BGS 14 RBT,TS07UD0032,MB1HTVHDXGPYU9576,GYPZ128836,C&M,11-08-2016 00:00,No,NULL,NULL,Non BS6
6561,5930,N2523 HR BGS 14 RBT,TS07UD0031,MB1HTVHDXGPYV0114,GYPZ129351,C&M,11-08-2016 00:00,No,NULL,NULL,Non BS6
6563,5930,N2523 HR BGS 14 RBT,TS15UB3750,MB1HTVHDXGRDN8710,GEEZ403997,C&M,06-04-2016 00:00,No,NULL,NULL,Non BS6
6564,5930,N2523 HR BGS 14 RBT,TS15UB3492,MB1HTVHDXGRFN4601,GFEZ401585,C&M,01-03-2016 00:00,No,NULL,NULL,Non BS6
6565,5930,N2523 HR BGS 14 RBT,TS07UD0041,MB1HTVHDXGRYP7480,GYHZ421920,C&M,11-08-2016 00:00,No,NULL,NULL,Non BS6
6566,5930,N2523 N4 BGS 9S NGC S CBC 11X20 E4,TS08UF1590,MB1HTVLD0HPEY5101,HFEZ700087,C&M,29-06-2018 00:00,No,NULL,NULL,Non BS6
6567,5930,N2523 N4 BGS 9S NGC S CBC 11X20 E4,TS08UF1732,MB1HTVLD0HPWA5178,HWPZ500017,C&M,10-07-2018 00:00,No,NULL,NULL,Non BS6
6568,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD9886,MB1HTVLD0JPGC2149,JGEZ700371,C&M,04-04-2018 00:00,No,NULL,NULL,Non BS6
6569,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD9880,MB1HTVLD0JPGC2877,JGEZ700367,C&M,04-04-2018 00:00,No,NULL,NULL,Non BS6
6570,5930,N2523 HD N4ACWDL STD Cab3900,TS08UF1614,MB1HTVLD0JPGC2930,HWPZ500018,C&M,29-06-2018 00:00,No,NULL,NULL,Non BS6
6571,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD6339,MB1HTVLD1HPBY9309,HCEZ700309,C&M,23-09-2017 00:00,No,NULL,NULL,Non BS6
6572,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD6337,MB1HTVLD1HPEY2613,HFEZ700103,C&M,23-09-2017 00:00,No,NULL,NULL,Non BS6
6573,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,MH40BL4865,MB1HTVLD1JPBE4260,JEEZ700839,C&M,14-12-2018 00:00,No,NULL,NULL,Non BS6
6574,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD9884,MB1HTVLD1JPGC2936,JGEZ700297,C&M,04-04-2018 00:00,No,NULL,NULL,Non BS6
6575,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD9885,MB1HTVLD1JRFW5811,JGEZ700451,C&M,03-04-2018 00:00,No,NULL,NULL,Non BS6
6576,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD9937,MB1HTVLD2JRFW5025,JGEZ700447,C&M,29-03-2018 00:00,No,NULL,NULL,Non BS6
6577,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD6338,MB1HTVLD3HPBZ0882,HCEZ700375,C&M,23-09-2017 00:00,No,NULL,NULL,Non BS6
6578,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,MH40BL4863,MB1HTVLD3JPBE4258,JEEZ700837,C&M,14-12-2018 00:00,No,NULL,NULL,Non BS6
6579,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD9881,MB1HTVLD3JRFW5809,JHEZ700193,C&M,03-04-2018 00:00,No,NULL,NULL,Non BS6
6580,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UF0588,MB1HTVLD3JRFW5812,JHEZ700145,C&M,12-05-2018 00:00,No,NULL,NULL,Non BS6
6581,5930,N2523 HD N4ACWDL STD Cab3900,TS08UF0560,MB1HTVLD4JPGC2929,JGEZ700218,C&M,29-06-2018 00:00,No,NULL,NULL,Non BS6
6582,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UF0561,MB1HTVLD4JRFW5026,JHEZ700190,C&M,12-05-2018 00:00,No,NULL,NULL,Non BS6
6583,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UF5241,MB1HTVLD5JPBE4259,JEEZ700841,C&M,30-11-2018 00:00,No,NULL,NULL,Non BS6
6584,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UF05,MB1HTVLD5JPGC2860,JGEZ700217,C&M,12-05-2018 00:00,No,NULL,NULL,Non BS6
6585,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD6340,MB1HTVLD6HPBY9919,HCEZ700378,C&M,23-09-2017 00:00,No,NULL,NULL,Non BS6
6586,5930,N2523 N4 BGS 9S NGC S CBC 11X20 E4,TS08UF1730,MB1HTVLD6HPEY5099,HFEZ700101,C&M,10-07-2018 00:00,No,NULL,NULL,Non BS6
6587,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD9935,MB1HTVLD6JRFW5027,JGEZ700448,C&M,29-03-2018 00:00,No,NULL,NULL,Non BS6
6588,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD9883,MB1HTVLD8JPFC3482,JGEZ700368,C&M,03-04-2018 00:00,No,NULL,NULL,Non BS6
6589,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UF5242,MB1HTVLD8JRBY1668,JCEZ701340,C&M,30-11-2018 00:00,No,NULL,NULL,Non BS6
6590,5930,N2523 HD N4ACWDL STD Cab3900,TS08UF1731,MB1HTVLD9HPJA9361,JHEZ700144,C&M,10-07-2018 00:00,No,NULL,NULL,Non BS6
6591,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UF5291,MB1HTVLD9JPBE4510,JEEZ700824,C&M,30-11-2018 00:00,No,NULL,NULL,Non BS6
6592,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UD9887,MB1HTVLD9JPGC2148,JGEZ700375,C&M,03-04-2018 00:00,No,NULL,NULL,Non BS6
6593,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UF5240,MB1HTVLD9JRAY6522,JBEZ701489,C&M,30-11-2018 00:00,No,NULL,NULL,Non BS6
6594,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UF0559,MB1HTVLDXJPGC2935,JGEZ700294,C&M,12-05-2018 00:00,No,NULL,NULL,Non BS6
6595,5930,N2523-THD BGS 9S NGC S 14RBT 11X20 ML E4,TS08UF0085,MB1HTVLDXJRFW5810,JFEZ700517,C&M,07-04-2018 00:00,No,NULL,NULL,Non BS6
6596,5930,U2518 IL T HDVROD BOGIE SUSPE,KA466870,MB1HTYYD2GRDN8525,GDHZ408340,C&M,31-03-2016 00:00,No,NULL,NULL,Non BS6
6597,5930,U2518 IL T HDVROD BOGIE SUSPE,KA466871,MB1HTYYD5GRDN8776,GDHZ407845,C&M,31-03-2016 00:00,No,NULL,NULL,Non BS6
6598,5930,"222"" Vk 180 WA  TL""",TS08UD8403,MB1PBEHDXHEXY9942,HXEZ427933,MDV-Bus,03-11-2017 00:00,No,NULL,NULL,Non BS6
6599,5930,U3518IL TT 4x2 TRACTOR HA6ETI,TS08UD2314,MB1TLKFD1GRXP9966,GXEZ416887,Long Haulage,28-09-2016 00:00,No,NULL,NULL,Non BS6
6604,5930,U3518IL TT 4x2 TRACTOR HA6ETI,KA51AA3891,MB1TLKFDXHRGS2117,GHHZ444066,Long Haulage,04-02-2017 00:00,No,NULL,NULL,Non BS6
6606,5930,N5525A   A 9SZF L1R1 R4 PNR LLL 03CBC,LKEZ700025,MB1U1VLD2LPHL4768,LKEZ700025,Long Haulage,21-08-2020 00:00,Yes,NULL,NULL,BS6
6607,5930,N5525A   A 9SZF L1R1 R4 PNR LLL 03CBC,LYEZ700992,MB1U1VLD4LPYL8594,LYEZ700992,Long Haulage,30-11-2020 00:00,Yes,NULL,NULL,BS6
6608,5930,N5525A   A 9SZF L1R1 R4 PNR LLL 03CBC,LYEZ701124,MB1U1VLD5LPMM0097,LYEZ701124,Long Haulage,31-12-2020 00:00,Yes,NULL,NULL,BS6
6609,5930,U-4923 TT NRS G91 10R20 E4,JYHZ440824,MB1UPKHD5JRXZ5746,JYHZ440824,Long Haulage,20-12-2018 00:00,No,NULL,NULL,Non BS6
6610,5930,U-4923 TT NRS G91 10R20 E4,KA35C4767,MB1UPKHD6KRHB3295,KHHZ400128,Long Haulage,15-06-2019 00:00,No,NULL,NULL,Non BS6
6611,5930,U-4923 TT NRS G91 10R20 E4,AP16TS2633,MB1UPKHD8JPEC8866,JEPZ117122,Long Haulage,27-06-2018 00:00,No,NULL,NULL,Non BS6
6612,5930,U-4923 TT NRS G91 10R20 E4,MH40BL1382,MB1UPKHDXJRXZ5743,JYHZ440393,Long Haulage,20-12-2018 00:00,No,NULL,NULL,Non BS6
6613,6613,"* 2516-150 WB, AL412TCAC,15 CLUTCH(REDE",AP09W9530,KMH066031,#N/A,C&M,28-02-2002 00:00,No,NULL,NULL,Non BS6
6614,6613,170.5/CG1613BS2/ZF/HP/MK3/DANA,AP24AG9140,KXE672426,#N/A,Long Haulage,24-09-2009 00:00,No,NULL,NULL,Non BS6
6615,6613,1618 10X20TY E4 Day cabin,TS29T1514,MB1A3CHD7GRDN7620,GEEZ404881,Long Haulage,10-02-2017 00:00,No,NULL,NULL,Non BS6
6618,6613,2516il 10R20TY,AP24TB5545,MB1CTDYC8BPMC9833,#N/A,Long Haulage,13-01-2012 00:00,No,NULL,NULL,Non BS6
6620,6613,2516H BSIII 6X4 RMC CARGO DAY,AP23Y6631,MB1DTJJC0CRVG3285,#N/A,C&M,27-06-2012 00:00,No,NULL,NULL,Non BS6
6621,6613,150 WB  2516 6X4  BS3CARGO DA,AP23Y5441,MB1DTJJC1BRNF0849,#N/A,C&M,11-11-2011 00:00,No,NULL,NULL,Non BS6
6622,6613,2516H BSIII 6X4 RMC CARGO DAY,AP23Y5443,MB1DTJJC1BRNF1726,#N/A,C&M,16-11-2011 00:00,No,NULL,NULL,Non BS6
6623,6613,2516H BSIII 6X4 RMC CARGO DAY,AP23Y6632,MB1DTJJC4CRVG3225,#N/A,C&M,27-06-2012 00:00,No,NULL,NULL,Non BS6
6624,6613,2516H BSIII 6X4 RMC CARGO DAY,AP23Y6634,MB1DTJJC4CRVG3239,#N/A,C&M,27-06-2012 00:00,No,NULL,NULL,Non BS6
6625,6613,2516H BSIII 6X4 RMC CARGO DAY,AP23Y5440,MB1DTJJC6BRNF1723,#N/A,C&M,16-11-2011 00:00,No,NULL,NULL,Non BS6
6626,6613,2516H BSIII 6X4 RMC CARGO DAY,AP23Y6911,MB1DTJJC6CRVG3548,#N/A,C&M,31-07-2012 00:00,No,NULL,NULL,Non BS6
6627,6613,2516 CARGO DAY CAB  150 WB  H,AP28TB7437,MB1DTJJC7ARVB4064,#N/A,C&M,09-04-2010 00:00,No,NULL,NULL,Non BS6
6628,6613,2516H BSIII 6X4 RMC CARGO DAY,AP23Y6630,MB1DTJJC7CRVG3249,#N/A,C&M,27-06-2012 00:00,No,NULL,NULL,Non BS6
6629,6613,2516H BSIII 6X4 RMC CARGO DAY,AP23Y6910,MB1DTJJC8CRVG3583,#N/A,C&M,31-07-2012 00:00,No,NULL,NULL,Non BS6
6630,6613,150 WB  2516 6X4  BS3CARGO DA,AP23Y5446,MB1DTJJC9BRPF0510,#N/A,C&M,11-11-2011 00:00,No,NULL,NULL,Non BS6
6631,6613,2516H BSIII 6X4 RMC CARGO DAY,AP23Y5437,MB1DTJJCXBRNF1188,#N/A,C&M,11-11-2011 00:00,No,NULL,NULL,Non BS6
6632,6613,150 WB  2516 6X4  BS3CARGO DA,AP23Y5439,MB1DTJJCXBRNF1269,#N/A,C&M,11-11-2011 00:00,No,NULL,NULL,Non BS6
6633,6613,2518 il H3/3C Cab,TS05UB6468,MB1DTJYC9GRDN7711,GEHZ406224,C&M,12-04-2016 00:00,No,NULL,NULL,Non BS6
6634,6613,3116il 10R20TY,AP24TB9056,MB1KADYC0DPAG8976,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6635,6613,3116il 10R20TY,AP24TB9067,MB1KADYC0DPAG9268,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6636,6613,3116il 10R20TY,AP24TB9053,MB1KADYC0DPBG6244,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6637,6613,3116il 10R20TY,AP24TB9058,MB1KADYC0DPBG6843,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6638,6613,3116il 10R20TY,AP24TB9047,MB1KADYC0DPBG6857,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6639,6613,3116il 10R20TY,AP24TB9075,MB1KADYC0DPBG6910,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6640,6613,3116il 10R20TY,AP24TB9054,MB1KADYC0DPBG7006,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6641,6613,3116il 10R20TY,AP24TB9398,MB1KADYC0DPBG7751,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6642,6613,3116il 10R20TY,AP24TB9410,MB1KADYC0DPCG3833,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6643,6613,3116il 10R20TY,KA01AC8821,MB1KADYC0DPXH5668,#N/A,Long Haulage,23-09-2013 00:00,No,NULL,NULL,Non BS6
6644,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8763,MB1KADYC0DPXH6366,#N/A,Long Haulage,23-09-2013 00:00,No,NULL,NULL,Non BS6
6645,6613,3116il 10R20TY,AP24TB9068,MB1KADYC1DPAH0591,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6646,6613,3116il 10R20TY,AP24TB9407,MB1KADYC1DPBG6916,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6647,6613,3116il 10R20TY,AP24TB9411,MB1KADYC1DPBG7743,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6648,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8774,MB1KADYC1DPWH6843,#N/A,Long Haulage,23-09-2013 00:00,No,NULL,NULL,Non BS6
6649,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8773,MB1KADYC1DPXH5713,#N/A,Long Haulage,23-09-2013 00:00,No,NULL,NULL,Non BS6
6650,6613,3116il 10R20TY,AP24TB9049,MB1KADYC2DPBG6794,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6651,6613,3116il 10R20TY,AP24TB9059,MB1KADYC2DPBG7749,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6652,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8781,MB1KADYC2DPVH7870,#N/A,Long Haulage,21-09-2013 00:00,No,NULL,NULL,Non BS6
6653,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8782,MB1KADYC2DPWH7306,#N/A,Long Haulage,21-09-2013 00:00,No,NULL,NULL,Non BS6
6654,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8824,MB1KADYC2DPWH7600,#N/A,Long Haulage,21-09-2013 00:00,No,NULL,NULL,Non BS6
6655,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8831,MB1KADYC2DPXH5297,#N/A,Long Haulage,21-09-2013 00:00,No,NULL,NULL,Non BS6
6656,6613,3116il 10R20TY,KA01AC8767,MB1KADYC2DPXH5669,#N/A,Long Haulage,23-09-2013 00:00,No,NULL,NULL,Non BS6
6657,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8798,MB1KADYC2DPXH5784,#N/A,Long Haulage,23-09-2013 00:00,No,NULL,NULL,Non BS6
6658,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8811,MB1KADYC2DPXH5980,#N/A,Long Haulage,23-09-2013 00:00,No,NULL,NULL,Non BS6
6659,6613,3116il 10R20TY,AP24TB9061,MB1KADYC3DPAG9698,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6660,6613,3116il 10R20TY,AP24TB9078,MB1KADYC3DPAH0396,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6661,6613,3116il 10R20TY,AP24TB9066,MB1KADYC3DPBG6898,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6662,6613,3116il 10R20TY,AP24TB9051,MB1KADYC3DPBG6920,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6663,6613,3116il 10R20TY,AP24TB9060,MB1KADYC3DPBG7761,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6664,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8783,MB1KADYC3DPVH7800,#N/A,Long Haulage,20-09-2013 00:00,No,NULL,NULL,Non BS6
6665,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8768,MB1KADYC3DPVH7814,#N/A,Long Haulage,21-09-2013 00:00,No,NULL,NULL,Non BS6
6666,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8765,MB1KADYC3DPWH6830,#N/A,Long Haulage,23-09-2013 00:00,No,NULL,NULL,Non BS6
6667,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8804,MB1KADYC3DPWH7590,#N/A,Long Haulage,21-09-2013 00:00,No,NULL,NULL,Non BS6
6668,6613,3116IL 8X2 BSIII 24 FEET LOAD,KA01AC8825,MB1KADYC3DPXH5700,#N/A,Long Haulage,23-09-2013 00:00,No,NULL,NULL,Non BS6
6669,6613,3116il 10R20TY,AP24TB9070,MB1KADYC4DPBG6795,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6670,6613,3116il 10R20TY,AP24TB9072,MB1KADYC4DPBG6862,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
6671,6613,3116il 10R20TY,AP24TB9062,MB1KADYC4DPBG6893,#N/A,Long Haulage,06-04-2013 00:00,No,NULL,NULL,Non BS6
