"id","vehicle_id","owner_name","owner_mob","owner_landline","owner_cat","owner_company","alse_mail","asm_mail","flag","created_at","updated_at","rsm_mail","reg"
"22947",NULL,"RITCO - Surat",NULL,NULL,"Select Category","RITCO - Surat","RiteshKumar.Singh@ashokleyland.com, Rachhpal.Singh@ashokleyland.com","Tapan.Sarda@ashokleyland.com","1","2021-05-06 13:53:10",NULL,NULL,NULL
"22948",NULL,"RITCO - Guwahati",NULL,NULL,"Select Category","RITCO - Guwahati","RiteshKumar.Singh@ashokleyland.com, Rachhpal.Singh@ashokleyland.com","Tapan.Sarda@ashokleyland.com","1","2021-05-06 13:53:32",NULL,NULL,NULL
"22949",NULL,"RITCO - Panipat",NULL,NULL,"Select Category","RITCO - Panipat","RiteshKumar.Singh@ashokleyland.com, Rachhpal.Singh@ashokleyland.com","Tapan.Sarda@ashokleyland.com","1","2021-05-06 13:53:52",NULL,NULL,NULL
"22950",NULL,"Ritco - Manglore",NULL,NULL,"Select Category","Ritco - Manglore","RiteshKumar.Singh@ashokleyland.com, Rachhpal.Singh@ashokleyland.com","Tapan.Sarda@ashokleyland.com","1","2021-05-06 13:54:13",NULL,NULL,NULL
"22960",NULL,"LAKHAMI MOTOR PVT LTD","9099072080",,,"LAKHAMI MOTOR PVT LTD",,,"1","2021-05-07 17:12:44",NULL,NULL,NULL
"22952",NULL,"ANAND","8683003334",,,"B JALAL TRANSPORTS","Jabed.Alam@ashokleyland.com","Ravi.Kumar@ashokleyland.com","1","2021-05-06 18:25:39",NULL,NULL,NULL
"22956",NULL,"Vraj Cement Carrier LLP","9948180963",,,"Vraj Cement Carrier LLP","Sachin.Bonde@ashokleyland.com","pramod.joshi@ashokleyland.com","1","2021-05-07 09:15:27",NULL,NULL,NULL
"22951",NULL,"Vraj Cement Carrier LLP","9948180963",,,"Vraj Cement Carrier LLP","Sachin.Bonde@ashokleyland.com","nvarma@vrajindia.com","1","2021-05-06 14:11:21",NULL,NULL,NULL
"22954",NULL,"G V Gandhi","9490306189",,,"Sri Ram Anjenaya Lowrry Services",,,"1","2021-05-06 20:47:23",NULL,NULL,NULL
"22955",NULL,"G V Gandhi","9490306189",,,"Sri Ram Anjenaya Lowrry Services","Sai.kumar@ashokleyland.com","Krishnakumar.M@ashokleyland.com","1","2021-05-06 21:16:13",NULL,NULL,NULL
"22957",NULL,"Vraj Cement Carrier LLP","9948180963",,,"Vraj Cement Carrier LLP","Sachin.Bonde@ashokleyland.com","pramod.joshi@ashokleyland.com","1","2021-05-07 09:15:39",NULL,NULL,NULL
"22958",NULL,"Vraj Cement Carrier LLP","9948180963",,,"Vraj Cement Carrier LLP","Sachin.Bonde@ashokleyland.com","pramod.joshi@ashokleyland.com","1","2021-05-07 10:59:22",NULL,NULL,NULL
"22962",NULL,"LAKSHAMI MOTORS PVT LTD","9099072080",,,"LAKSHAMI MOTORS PVT LTD","Amey.Shrinivas@ashokleyland.com","Amey.Shrinivas@ashokleyland.com","1","2021-05-07 18:07:15",NULL,NULL,NULL
"22963",NULL,"KARTHIK","9688618000","9688618000",,"SHREE VENKATARAMANA   TRANSPORT",,,"1","2021-05-07 18:57:53",NULL,NULL,NULL
"22964",NULL,"TUNI 1 ROAD TRANSPORTS","8766865187",,,"TUNI 1 ROAD TRANSPORTS",,,"1","2021-05-08 10:28:26",NULL,NULL,NULL
